search 	 搜索
AddToPlaylist 	 添加到播放列表
add maki ohguro to the rock hard playlist 	 将maki ohguro添加到摇滚硬播放列表
BookRestaurant 	 书餐厅
i need a table for 1 at a highly rated restaurant next autumn in emmons  ri 	 我需要明年秋天在埃蒙斯里的一家备受好评的餐厅里摆一张桌子
GetWeather 	 获取天气
whats the forecast for greece 	 希腊的预测如何？
GetWeather 	 获取天气
is it windy in inlet  lebanon 	 黎巴嫩入口多风吗
AddToPlaylist 	 添加到播放列表
i want to put this song in my new boots playlist 	 我想把这首歌放在我的新靴子播放列表中
AddToPlaylist 	 添加到播放列表
add an album in sweet soul chillout 	 在甜蜜的心灵中添加专辑
GetWeather 	 获取天气
is it going to be hot in karthaus at 7 am 	 早上7点在karthaus会很热吗
BookRestaurant 	 书餐厅
book a spot in the same area as yankee doodle coffee shop in madagascar 	 预订与马达加斯加洋基Doodle咖啡店相同区域的地点
GetWeather 	 获取天气
what s the weather forecast for lenexa united kingdom at 02:31 	 lenexa英国的天气预报在02:31是什么
PlayMusic 	 播放音乐
find me music by kaori utatsuki off the album that has top-twenty hits 	 在专辑中名列前二十名的专辑中找到我
BookRestaurant 	 书餐厅
i need a reservation for a coffeehouse with nine people within the same area as midland park 	 我需要预订与米德兰公园位于同一地区的9人的咖啡屋
PlayMusic 	 播放音乐
play the top movement music from 1997 	 播放1997年的顶级运动音乐
SearchCreativeWork 	 SearchCreativeWork
show creativity of sacred fire: live in south america 	 展现圣火的创造力：生活在南美
GetWeather 	 获取天气
will there be snowfall in pacific beach suriname 	 苏里南太平洋海滩会降雪吗
GetWeather 	 获取天气
is maalaea has chillier weather 	 马拉亚的天气更冷
RateBook 	 价目表
rate to live and die in l a  a four out of 6 	 六分之四的生活和死亡比率
BookRestaurant 	 书餐厅
sofia phillips and winifred walker want to dine at a mughlai restaurant in la on nov  the 1st 	 索菲亚·菲利普斯（Sofia Philips）和Winifred Walker想在11月1日在La的Mughlai餐厅用餐
SearchCreativeWork 	 SearchCreativeWork
show minutes to midnight photograph 	 显示分钟到午夜的照片
AddToPlaylist 	 添加到播放列表
put this track by tony bevilacqua into joan s playlist with the title women of folk & americana 	 将托尼·贝维拉夸（Tony Bevilacqua）的这首单曲放入琼的播放列表中，并以《民俗与美国女性》为标题
SearchCreativeWork 	 SearchCreativeWork
go to the devil in the deal:50 secrets to successful dealmaking 	 交易中的魔鬼：成功交易的50个秘诀
SearchScreeningEvent 	 SearchScreeningEvent
what films are showing nearby 	 附近正在放什么电影
AddToPlaylist 	 添加到播放列表
add eef barzelay to my country coffeehouse 	 将eef barzelay添加到我的国家咖啡馆
RateBook 	 价目表
rate this book 1 out of 6 	 为这本书评分6
GetWeather 	 获取天气
is it going to be foggy in box elder  rhode island 	 箱子老罗德岛会迷雾吗
SearchCreativeWork 	 SearchCreativeWork
show creativity of pocket full of kryptonite 	 显示充满full石的口袋的创造力
SearchScreeningEvent 	 SearchScreeningEvent
find animated movies at amco entertainment 	 在amco Entertainment找到动画电影
BookRestaurant 	 书餐厅
set an reservation for a party of eight at the bar on 8/8/2039 	 在8/8/2039的酒吧预约八人聚会
AddToPlaylist 	 添加到播放列表
add artist to playlist classic punk 	 将艺术家添加到播放列表经典朋克
GetWeather 	 获取天气
will there be a depression at three am in topinabee  idaho 	 Topinabee爱达荷州凌晨三点会有抑郁症吗
PlayMusic 	 播放音乐
play pandora tunes from the fourties 	 播放四十年代的潘多拉歌谣
AddToPlaylist 	 添加到播放列表
add the name shall we dance to playlist rock 	 添加名称，我们将跳舞到播放列表中
GetWeather 	 获取天气
is it going to rain here 	 这里要下雨吗
PlayMusic 	 播放音乐
i d like to listen to diana vickers best tune from the twenties 	 我想听听20世纪20年代的戴安娜（Diana Vickers）最佳歌曲
BookRestaurant 	 书餐厅
book a restaurant that serves capicollo in kit carson with ilene and aisha 	 预订一家餐厅，在卡特尔卡森中为卡皮科洛提供美食，并与伊莱恩和艾莎
SearchCreativeWork 	 SearchCreativeWork
find bells break their towers  a video game 	 发现钟声打破了他们的电子游戏
GetWeather 	 获取天气
forecast for samoa next sat 	 萨摩亚天气预报
SearchScreeningEvent 	 SearchScreeningEvent
find movie schedules for star theatres 	 查找明星剧院的电影时间表
SearchScreeningEvent 	 SearchScreeningEvent
when is twentynine palms playing at plitt theatres 	 什么时候二十一棵棕榈树在普利特剧院玩
PlayMusic 	 播放音乐
play songs on itunes 	 在iTunes上播放歌曲
SearchCreativeWork 	 SearchCreativeWork
where can i find a copy of i bury the living 	 我在哪里可以找到我埋葬的副本
RateBook 	 价目表
who rated the book women  culture  and society only 3 stars 	 谁将该书评为女性文化和社会只有3星
SearchScreeningEvent 	 SearchScreeningEvent
find a cinema nearest for films 	 寻找离电影最近的电影院
PlayMusic 	 播放音乐
play realization by randy jackson 	 扮演兰迪·杰克逊
RateBook 	 价目表
rate the book pimpernel and rosemary 1 out of 6 	 为这本书的书皮和迷迭香评分6分中的1分
RateBook 	 价目表
rate the book spells and philtres five points 	 给书的咒语和字母评分5分
SearchCreativeWork 	 SearchCreativeWork
please find the album the party scene 	 请在聚会现场找到专辑
BookRestaurant 	 书餐厅
book a table for one at the bear hotel in peru 	 在秘鲁的熊酒店预订一张桌子
GetWeather 	 获取天气
how will be the weather condition near mi 129 days and a half from now 	 从现在起129天半左右的天气情况如何
SearchCreativeWork 	 SearchCreativeWork
i want to watch escape the fate discography 	 我想看逃脱命运的唱片
PlayMusic 	 播放音乐
play some rumba africana 	 玩一些伦巴非洲
GetWeather 	 获取天气
is it forecast to be chilly here on july 14 	 预计7月14日在这里凉爽吗
RateBook 	 价目表
rate girls forever brave and true zero points 	 永远评价女孩勇敢和真正的零分
BookRestaurant 	 书餐厅
book a table for six in beech creek 	 预订山毛榉溪六人餐桌
PlayMusic 	 播放音乐
play a 1964 symphony on netflix 	 在netflix上演奏1964年交响曲
SearchScreeningEvent 	 SearchScreeningEvent
where is the closest cinema playing i prefer the sound of the sea 	 最近的电影院在哪里播放，我更喜欢大海的声音
AddToPlaylist 	 添加到播放列表
add 12 odd future songs to the club hits playlist 	 在俱乐部的热门歌曲播放列表中添加12首未来歌曲
AddToPlaylist 	 添加到播放列表
add track to urban poet 	 为都市诗人添加曲目
RateBook 	 价目表
i rate the current album four of 6 	 我给目前的专辑评分是6的4
SearchCreativeWork 	 SearchCreativeWork
find the book metallica through the never 	 从不找本书metallica
AddToPlaylist 	 添加到播放列表
add the proof album to cierra la puerta playlist 	 将校样专辑添加到cierra la puerta播放列表
SearchCreativeWork 	 SearchCreativeWork
show creative picture of the secret doctrine 	 显示秘密主义的创意图片
GetWeather 	 获取天气
will it be stormy in olmitz connecticut 	 在奥尔米茨州会暴风雨吗？
RateBook 	 价目表
i give this terrible book a two out of 6 	 我给这本可怕的书6分之二
GetWeather 	 获取天气
is there fog in refugio 	 refugio中有雾吗
GetWeather 	 获取天气
what is the forecast for here fir storm conditions next week 	 下个星期的冷杉风暴情况预报是什么
BookRestaurant 	 书餐厅
i need a reservation for an indoor restaurant in china 	 我需要在中国预订室内餐厅
BookRestaurant 	 书餐厅
on jun  the sixteenth  2032 i d like to go to dillard house in putnam hall 	 2032年6月16日，我想去普特南大厅的莳萝屋
SearchCreativeWork 	 SearchCreativeWork
i want to play the game the celestial hawk 	 我想玩天鹰游戏
BookRestaurant 	 书餐厅
book a cafeteria having pool for four in algeria 	 预订一个自助餐厅，在阿尔及利亚有四个人的游泳池
BookRestaurant 	 书餐厅
book a restaurant in satanta that has highly rated northeastern for 10 	 在萨坦塔（Santata）预订一家餐厅，该餐厅在东北地区获得很高的评价10
SearchScreeningEvent 	 SearchScreeningEvent
i need to see a list of films and movie times in the area 	 我需要查看该地区的电影和电影时间列表
SearchCreativeWork 	 SearchCreativeWork
find the gamblers 	 找到赌徒
AddToPlaylist 	 添加到播放列表
put targeted in my clapton chronicles the best of eric clapton playlist 	 将目标放在我的clapton编年史中，将eric clapton的最佳播放列表
SearchCreativeWork 	 SearchCreativeWork
trailer of gate of thunder 	 雷声之门的拖车
SearchCreativeWork 	 SearchCreativeWork
i d like to hear the song in a reverie 	 我想听听那首歌的遐想
BookRestaurant 	 书餐厅
book a spot for 1 close to geraldine s house 	 预订杰拉尔丁之家附近的1个景点
PlayMusic 	 播放音乐
play me songs from 1955 	 播放1955年的歌曲
AddToPlaylist 	 添加到播放列表
add jack scott to my fantasía playlist 	 将Jack scott添加到我的幻想列表
BookRestaurant 	 书餐厅
i need a restaurant in iowa for 0 o clock 	 我需要0点在爱荷华州的餐厅
SearchScreeningEvent 	 SearchScreeningEvent
i need a list of mann theatres films that are playing 	 我需要一份正在播放的曼剧院的电影清单
BookRestaurant 	 书餐厅
book a delicatessen that is indoor for 3 	 预订室内3人熟食店
PlayMusic 	 播放音乐
play zvooq night rider list 	 播放zvooq夜骑士名单
GetWeather 	 获取天气
what will the weather be like here on september 17  2040 	 2040年9月17日的天气如何
RateBook 	 价目表
give the creator zero points out of 6 	 给创作者6分中的零分
SearchScreeningEvent 	 SearchScreeningEvent
what are the showtimes for boy of mine 	 我的男孩的放映时间是几点
BookRestaurant 	 书餐厅
i need a reservation for a joint in az for 3 	 我需要预订3个AZ的关节
PlayMusic 	 播放音乐
play my masters of metal playlist on spotify 	 在Spotify上播放我的金属播放列表大师
AddToPlaylist 	 添加到播放列表
add der k und k kalypso aus wien to vonda s playlist pura vida 	 将der k und k kalypso aus wien添加到vonda的播放列表pura vida
RateBook 	 价目表
i give this album a 0 of 6 stars 	 我给这张专辑一个6星的0
GetWeather 	 获取天气
weather for east peru bolivia 3 years and a half from now 	 从现在起三年半的东秘鲁玻利维亚天气
GetWeather 	 获取天气
will the weather close by be warmer in kentucky 	 肯塔基州天气会好转吗
AddToPlaylist 	 添加到播放列表
add jenifer to rock the 2000 s 	 加珍妮佛摇滚2000年代
GetWeather 	 获取天气
will it get cloudy in cliffwood beach 	 悬崖森林会阴吗
AddToPlaylist 	 添加到播放列表
add album to virales de siempre 	 将专辑添加到siempre病毒
SearchCreativeWork 	 SearchCreativeWork
i m trying to find the final solution video game 	 我正在寻找最终的解决方案视频游戏
SearchCreativeWork 	 SearchCreativeWork
please look for the tv show memoirs from a bedroom: issue 1 	 请在卧室查找电视节目回忆录：第1期
PlayMusic 	 播放音乐
open up lastfm and play some songs 	 打开lastfm并播放一些歌曲
GetWeather 	 获取天气
will it be freezing one second from now in aragon  pakistan 	 从现在开始在巴基斯坦阿拉贡将冻结一秒钟吗
AddToPlaylist 	 添加到播放列表
add richard sohl to dinner for 2 	 在晚餐中加理查德·索尔2
SearchScreeningEvent 	 SearchScreeningEvent
where is the nearest cinema that is playing pioneers of the west 	 最近的电影院在哪里播放西方的先驱
PlayMusic 	 播放音乐
play latin dinner 	 玩拉丁晚餐
GetWeather 	 获取天气
is it supposed to be chillier in favoretta 	 它应该在偏爱的地方更冷吗
RateBook 	 价目表
i want to give the current essay a five 	 我想给当前论文五分
PlayMusic 	 播放音乐
play pledge by markus grosskopf 	 发挥Markus Grosskopf的承诺
RateBook 	 价目表
rate the crossroads 4 of 6 stars 	 评价十字路口的6星级4
RateBook 	 价目表
i want to rate my current book three out of 6 points 	 我想对我目前的书进行6分中的3分
AddToPlaylist 	 添加到播放列表
add album to my piano ballads 	 将专辑添加到我的钢琴民谣
BookRestaurant 	 书餐厅
can i reserve the khedive palace restaurant for aug  fifth in christina 	 我可以在克里斯蒂娜（Christina）的khedive宫殿餐厅预订5月5日
RateBook 	 价目表
rate this current album five out of 6 points 	 将此当前专辑评为6分（满分5分）
PlayMusic 	 播放音乐
play a track by yui on vimeo 	 在vimeo上播放yui的曲目
SearchScreeningEvent 	 SearchScreeningEvent
give me the movie schedules for southern theatres 	 给我南方剧院的电影时间表
RateBook 	 价目表
rate the effortless mastery chronicle a 4 	 毫不费力地掌握编年史4
AddToPlaylist 	 添加到播放列表
add new metal tracks in my tune 	 添加新的金属音轨
PlayMusic 	 播放音乐
play robin trower unravel 	 播放robin trower解散
PlayMusic 	 播放音乐
open youtube and play connie francis sings spanish and latin american favorites from yukiko iwai 	 打开youtube并播放康妮·弗朗西斯（Connie Francis）唱来自岩井由幸子的西班牙裔和拉丁美洲人最爱
BookRestaurant 	 书餐厅
i need a reservation for me  edna and alyson at the steakhouse called smoking room 	 我需要在名为吸烟室的牛排馆为我预订埃德娜和艾莉森
SearchScreeningEvent 	 SearchScreeningEvent
what time is amc theaters playing unnikrishnante adyathe christmas 	 amc剧院什么时候玩圣诞节
SearchScreeningEvent 	 SearchScreeningEvent
what movie theatre is playing the deaths of ian stone 	 哪个电影院在播放伊恩·斯通的死亡
AddToPlaylist 	 添加到播放列表
add foreign affair to the disney playlist 	 将外遇添加到迪士尼播放列表中
RateBook 	 价目表
give three out of 6 points to this album 	 在该专辑中，满分6分，满分3分
SearchCreativeWork 	 SearchCreativeWork
find a painting called satisfaction is the death of desire 	 找到一幅名为满足的画是欲望的死亡
PlayMusic 	 播放音乐
i want to hear the live at slane castle album by haifa wehbe 	 我想听听haifa wehbe的Slane Castle专辑现场直播
GetWeather 	 获取天气
tell me if it will hail in elliotts bluff at five o clock 	 告诉我五点钟是否会在埃洛特斯虚张声势中冰雹
AddToPlaylist 	 添加到播放列表
put a paul hardcastle song in my classic jazz funk playlist 	 在我的经典爵士放克播放列表中放一首保罗硬堡之歌
SearchScreeningEvent 	 SearchScreeningEvent
what movies are playing in the area 	 该地区正在播放什么电影
SearchCreativeWork 	 SearchCreativeWork
i d like to see the television show best-of: design of a decade 2003–2013 	 我想看最好的电视节目：2003-2013年的十年设计
GetWeather 	 获取天气
what is the forecast for chandler 	 钱德勒的预测是什么
GetWeather 	 获取天气
what s it like in my current location 	 我当前所在的位置是什么样
SearchScreeningEvent 	 SearchScreeningEvent
what time is project censored the movie playing at the movie house 	 项目什么时候检查电影院放映的电影
GetWeather 	 获取天气
what s the weather now in salmon lake state park 	 鲑鱼湖州立公园现在的天气如何
AddToPlaylist 	 添加到播放列表
add el choclo to my women of classical list 	 将el choclo添加到我的古典女性清单中
BookRestaurant 	 书餐厅
book a top-rated food court in gu 	 预订谷最顶级的美食广场
SearchScreeningEvent 	 SearchScreeningEvent
what animated movies are playing in thirteen hours at the closest movie theatre 	 最近的电影院在十三小时内播放哪些动画电影
PlayMusic 	 播放音乐
play me a track by steve souza 	 播放史蒂夫·索扎（Steve Souza）的曲目
AddToPlaylist 	 添加到播放列表
i wish to add this album to the dinner playlist 	 我希望将此专辑添加到晚餐播放列表中
SearchScreeningEvent 	 SearchScreeningEvent
find careless love 	 找到粗心的爱
BookRestaurant 	 书餐厅
i d like to go to a cuban restaurant in horatio and get a table for 1 	 我想去Horatio的一家古巴餐厅，拿一张桌子1
SearchCreativeWork 	 SearchCreativeWork
find the photograph canaich 	 找到照片canaich
BookRestaurant 	 书餐厅
book a table in tennessee for 1 for next august 	 于8月在田纳西州预订1张桌子
BookRestaurant 	 书餐厅
i d like to eat within the same area of lawrence st for a party of one 	 我想在劳伦斯街上的同一个地方吃饭
BookRestaurant 	 书餐厅
i need a reservation that has spanish rice at a cafeteria with ten people today 	 我需要一个今天有十个人在自助餐厅吃西班牙大米的预订
BookRestaurant 	 书餐厅
i need a reservation for 8 at a top-rated restaurant in hagaman 	 我需要在哈格曼的顶级餐厅预订8个座位
RateBook 	 价目表
i would give superman: doomsday & beyond four stars and a best rating of 6 	 我会给超人：世界末日及以后的四星级，最好的评分是6
PlayMusic 	 播放音乐
play top rosanne cash 	 发挥顶级罗珊娜的现金
SearchScreeningEvent 	 SearchScreeningEvent
check the movie schedule for wanda group 	 查看万达集团的电影时间表
PlayMusic 	 播放音乐
play me a maia hirasawa soundtrack from 1951 	 从1951年开始为我播放平泽舞
AddToPlaylist 	 添加到播放列表
put pause on my días de frío playlist 	 暂停我的díasdefrío播放列表
SearchCreativeWork 	 SearchCreativeWork
what is the cheapest price i can pay for the dvd called the darkest cloud 	 我可以为DVD支付的最便宜的价格是多少？
GetWeather 	 获取天气
will it be hot two seconds from now in neighboring west clear creek wilderness 	 从现在开始两秒后在邻近的西部清溪荒野中会很热吗
SearchCreativeWork 	 SearchCreativeWork
play nightbirds on nantucket soundtrack 	 在Nantucket配乐中播放夜鸟
GetWeather 	 获取天气
what s the weather like in the dana biosphere reserve six years from now 	 六年后的dana生物圈保护区的天气如何
GetWeather 	 获取天气
what s the weather on august seventh for crystal lawns guam 	 八月七月的水晶草坪关岛天气怎样？
SearchScreeningEvent 	 SearchScreeningEvent
show me the movie times 	 给我看电影时代
SearchCreativeWork 	 SearchCreativeWork
find a novel called twins of evil 	 找到一本叫做邪恶双胞胎的小说
AddToPlaylist 	 添加到播放列表
add this tune to my rage radio playlist 	 将此乐曲添加到我的愤怒电台播放列表中
SearchScreeningEvent 	 SearchScreeningEvent
what is the movies playing at north american cinemas 	 北美电影院放映的电影是什么
SearchScreeningEvent 	 SearchScreeningEvent
find movie schedules 	 查找电影时间表
GetWeather 	 获取天气
is it warm in fernley 	 弗恩利市暖和吗
GetWeather 	 获取天气
how much fog is there in tarpon springs 	 塔彭斯普林斯有多少雾
PlayMusic 	 播放音乐
i want to hear a soundtrack by dj ozma from the sixties 	 我想听听60年代dj ozma的配乐
PlayMusic 	 播放音乐
please play kabhi jo baadal barse by ruth lorenzo 	 请播放露丝·洛伦佐（Ruth Lorenzo）的《 kabhi jo baadal bare》
BookRestaurant 	 书餐厅
book in oh in gurabo for velma and gloria 	 在古拉波（Gurabo）预订velma和gloria哦
RateBook 	 价目表
rate this album one out of 6 	 将此专辑评为6分之一
PlayMusic 	 播放音乐
play tune from sonny stitt 	 播放Sonny Stitt的曲调
SearchScreeningEvent 	 SearchScreeningEvent
what films are at kerasotes theatres 	 喀拉索特剧院看什么电影
SearchScreeningEvent 	 SearchScreeningEvent
is the sleeping beauty playing at 8 a m   at cobb theatres 	 是在柯布剧院上午8点播放的沉睡美女
GetWeather 	 获取天气
what will the weather be like on september 26th in eastlake 	 9月26日，东湖天气如何
SearchScreeningEvent 	 SearchScreeningEvent
what is the movie schedule in five minutes for movies playing in the neighborhood 	 五分钟内在附近放映的电影的时间表是什么？
GetWeather 	 获取天气
i want to know the weather in ten weeks from now in john n and melba s anderson memorial conservation area 	 我想知道约翰n和梅尔巴·安德森纪念保护区从现在起十周后的天气
SearchCreativeWork 	 SearchCreativeWork
find the photograph a little less sixteen candles 	 发现照片少了十六支蜡烛
SearchCreativeWork 	 SearchCreativeWork
show creativity of the house of the dead 	 显示死者之屋的创造力
BookRestaurant 	 书餐厅
i want eat at the best spanish restaurant in the georgia area that is within walking distance for me and my nephew at noon 	 我想在佐治亚州地区最好的西班牙餐厅用餐，这对我和我的侄子在中午都在步行距离之内
SearchScreeningEvent 	 SearchScreeningEvent
i d like to see a movies  at the nearest movie house 	 我想在最近的电影院看电影
SearchScreeningEvent 	 SearchScreeningEvent
find the colour of the chameleon 	 找到变色龙的颜色
SearchScreeningEvent 	 SearchScreeningEvent
which movies are playing at the nearest cinema at twelve pm 	 十二点在最近的电影院上映哪些电影
RateBook 	 价目表
the execution of justice only deserves 2 points 	 正义的执行只应得2分
RateBook 	 价目表
rate the republic of thieves chronicle three out of 6 points 	 给盗贼共和国编年史打出6分，满分3分
SearchCreativeWork 	 SearchCreativeWork
find the check please photograph 	 找到支票请拍照
SearchScreeningEvent 	 SearchScreeningEvent
find animated movies at landmark theatres at dinner time 	 在晚餐时间在地标剧院查找动画电影
GetWeather 	 获取天气
will the weather conditions be temperate and pleasant in togo 	 多哥的天气条件是否温和宜人
BookRestaurant 	 书餐厅
book a spot for connie  earline and rose at an oyster bar that serves chicken fried bacon in beauregard delaware 	 预订康妮耳环的地点，并在牡蛎吧上品尝玫瑰花，该牡蛎酒吧在Beauregard Delaware提供炸鸡培根
PlayMusic 	 播放音乐
please play a song by everlast 	 请everlast播放一首歌
SearchCreativeWork 	 SearchCreativeWork
find nhl on fox 	 在狐狸上找到NHL
PlayMusic 	 播放音乐
play some instrumental music on the service lastfm 	 在lastfm服务上播放一些器乐
BookRestaurant 	 书餐厅
book a reservation for six people at a churrascaria restaurant in cook islands one minute from now 	 从现在开始一分钟，在库克群岛的一家丘拉卡里亚餐厅预订六人的预订
SearchScreeningEvent 	 SearchScreeningEvent
find movie schedules 	 查找电影时间表
SearchScreeningEvent 	 SearchScreeningEvent
is the belles of st  clements playing at star theatres in 8 minutes 	 是八分钟内在明星剧院上演的剧团的钟声
PlayMusic 	 播放音乐
can i listen to merengue style music 	 我可以听梅伦格风格的音乐吗
BookRestaurant 	 书餐厅
book the bobcat bite in the isle of man for 6 people 	 预订6人在岛上的山猫叮咬
SearchCreativeWork 	 SearchCreativeWork
show me the edge of love photograph 	 告诉我爱的照片边缘
AddToPlaylist 	 添加到播放列表
add this is status quo to teddy riley 	 添加这是泰迪·莱利的现状
RateBook 	 价目表
give the frog prince  continued 2 points out of 6 	 给青蛙王子续2分（满分6分）
PlayMusic 	 播放音乐
i d like to listen to space music 	 我想听太空音乐
PlayMusic 	 播放音乐
play vimeo 2009 by desmond dekker 	 由Desmond Dekker播放vimeo 2009
AddToPlaylist 	 添加到播放列表
add this tune to the leche con chocolate playlist 	 将此乐曲添加到leche con Chocolate播放列表中
GetWeather 	 获取天气
what is the forecast starting on september 1  2039 for chillier conditions in ak 	 从2039年9月1日开始，对ak的寒冷天气的预测是多少
RateBook 	 价目表
give the hollow man three out of 6 stars 	 给空心男人6星中的3星
AddToPlaylist 	 添加到播放列表
add live around the world to crossroad blues 	 在世界各地增添生活气息
SearchCreativeWork 	 SearchCreativeWork
wish to fins a television show called whole again 	 希望再找一部电视节目
PlayMusic 	 播放音乐
play rie fu music sorted by the best 	 播放最好的rie fu音乐
BookRestaurant 	 书餐厅
book a table for six around yolanda s apartment 	 预定约兰达公寓周围的六人餐桌
SearchCreativeWork 	 SearchCreativeWork
find me an echo in the darkness 	 在黑暗中找到我的回声
BookRestaurant 	 书餐厅
i need a table at the close restaurant for my niece and i  at the brooklyn bridge-city hall 	 我在侄女的封闭餐厅需要一张桌子，在布鲁克林大桥市政厅需要一张桌子
AddToPlaylist 	 添加到播放列表
add robyn hitchcock to my romantic evening playlist 	 将robyn hitchcock添加到我的浪漫之夜播放列表
AddToPlaylist 	 添加到播放列表
add the artist kamil rustam to my relaxing playlist 	 将歌手kamil rustam添加到我的轻松播放列表
RateBook 	 价目表
rate the compleat housewife saga zero of 6 	 评价完整的家庭主妇传奇6为零
AddToPlaylist 	 添加到播放列表
add décadas to my list neo da matrix 	 将décadas添加到我的列表neo da matrix
BookRestaurant 	 书餐厅
book a table for my step father and i 	 为继父和我订一张桌子
SearchScreeningEvent 	 SearchScreeningEvent
when is scaramouche playing 	 金龟座什么时候玩
PlayMusic 	 播放音乐
play the album have another ball 	 播放专辑还有另一个球
AddToPlaylist 	 添加到播放列表
add the song to my r&b movement playlist 	 将歌曲添加到我的R＆B运动播放列表中
RateBook 	 价目表
rate the current chronicle 0 of 6 stars 	 为当前编年史评分6星0
RateBook 	 价目表
i give the current textbook a four points rating 	 我给当前的教科书打四分
BookRestaurant 	 书餐厅
book a restaurant not far from municipal borough of ealing for today 	 预订距离市政厅不远的餐厅
SearchCreativeWork 	 SearchCreativeWork
find a tv show called union 	 找到一个叫做联合的电视节目
RateBook 	 价目表
rate the book the rod of seven parts 4 points 	 评价书杆七部分4分
SearchScreeningEvent 	 SearchScreeningEvent
where and when is douglas playing 	 道格拉斯在哪里和何时玩
BookRestaurant 	 书餐厅
book a table for 10 in char no 4 in colombia 	 在哥伦比亚的4位字符中预订10位桌子
RateBook 	 价目表
for this current essay i give 5 of 6 points 	 对于本文，我给出6分中的5分
GetWeather 	 获取天气
is it cloudy in cuba 	 古巴多云吗
SearchScreeningEvent 	 SearchScreeningEvent
is brother at united paramount theatres 	 是美国最重要剧院的兄弟
RateBook 	 价目表
out of 6 the black unicorn rates points of 2 	 6个黑色独角兽评分中的2分
BookRestaurant 	 书餐厅
i d like a table for 3 at an outdoor restaurant 	 我想要在户外餐厅放3人的桌子
AddToPlaylist 	 添加到播放列表
add ths album to my pachangueo total 	 将此专辑添加到我的pachangueo总计
AddToPlaylist 	 添加到播放列表
add kjetil vidar haraldstad to listas de éxitos 	 将kjetil vidar haraldstad添加到列表
PlayMusic 	 播放音乐
play a 2014 theme from greg pattillo 	 播放greg pattillo的2014年主题
AddToPlaylist 	 添加到播放列表
add the artist a j pero to my country gold playlist 	 将歌手添加到我的国家黄金播放列表
PlayMusic 	 播放音乐
i want to hear the new latin pop rising list 	 我想听听新的拉丁流行音乐排行榜
PlayMusic 	 播放音乐
play me some seventies music with a good melody 	 给我弹奏七十年代音乐，旋律好
SearchScreeningEvent 	 SearchScreeningEvent
find the movie schedule for dipson theatres 	 查找迪普森剧院的电影时间表
SearchScreeningEvent 	 SearchScreeningEvent
please show me the movie schedule for movies playing in the neighborhood 	 请告诉我附近附近上映的电影的时间表
SearchCreativeWork 	 SearchCreativeWork
show creative devils to some 	 向某些人展示创意魔鬼
BookRestaurant 	 书餐厅
find a table for madge and tami at a faraway joint on sterling st that serves chicken divan 	 在斯特林街上一个遥远的接头处找到一张为madge和tami摆放的桌子，供应鸡沙发
SearchScreeningEvent 	 SearchScreeningEvent
what animated movies are showing nearby 	 附近正在播放什么动画电影
AddToPlaylist 	 添加到播放列表
add i messed up to hit rewind 	 添加我搞砸以倒带
SearchCreativeWork 	 SearchCreativeWork
show me the video game  when in rome 2007 	 告诉我在罗马2007年的视频游戏
BookRestaurant 	 书餐厅
lets go and take elsa and i to westhampton beach in 1 hour to the american chinese cuisine at the tea house 	 让我们在1小时内带我和艾尔莎（Elsa）和我去西汉普顿（Westhampton）海滩，在茶馆里品尝美国中餐
SearchCreativeWork 	 SearchCreativeWork
find a tv show called the traffic policeman 	 找到一个叫交警的电视节目
SearchScreeningEvent 	 SearchScreeningEvent
i want to watch the shamrock handicap right now 	 我现在想看三叶草的障碍
SearchCreativeWork 	 SearchCreativeWork
what is the cheapest price for the saga called 2006 wikipedia cd selection 	 传奇的最便宜的价格是多少？2006维基百科CD选择
SearchCreativeWork 	 SearchCreativeWork
where can i get the video game faith in chaos 	 我在哪里可以得到混乱的电子游戏信仰
PlayMusic 	 播放音乐
play me gil parris s a cup of coffee  a sandwich and you 	 给我玩吉尔帕里斯的一杯咖啡和一个三明治，你
BookRestaurant 	 书餐厅
need a booking for a party of five at a restaurant in french polynesia 	 需要在法属波利尼西亚的一家餐厅预订五个人的派对
SearchScreeningEvent 	 SearchScreeningEvent
what time is high spirits playing 	 什么时候兴高采烈
BookRestaurant 	 书餐厅
book a restaurant for 4 	 预订4人的餐厅
SearchCreativeWork 	 SearchCreativeWork
where can i purchase the book scales of justice 	 我在哪里可以买到正义的书秤
RateBook 	 价目表
rate the bishop a 1 	 给主教打1分
PlayMusic 	 播放音乐
play ik hou van jou by elena temnikova 	 艾琳娜·特姆尼科娃（Elena temnikova）玩ik hou van jou
RateBook 	 价目表
give this textbook 3 stars 	 给这本教科书3星
GetWeather 	 获取天气
is it going to be warm on march the 12th in pendleton  delaware 	 3月12日在Pendleton Delaware会温暖吗
GetWeather 	 获取天气
what will the weather be next apr  in mt 	 下山四月的天气如何
RateBook 	 价目表
rate the book a girl  a man  and a river a five 	 给这本书评一个女孩一个男人，一个河给五个
RateBook 	 价目表
i give a 4 to 3 willows: the sisterhood grows 	 我给了4到3棵柳树：姐妹会成长
BookRestaurant 	 书餐厅
i d like to eat at a tea house with 3 people 	 我想和三个人在茶馆吃饭
AddToPlaylist 	 添加到播放列表
add child owlet to my sleep sounds playlist 	 将child子添加到我的睡眠声音播放列表
PlayMusic 	 播放音乐
play music by bryan maclean 	 播放音乐，布莱恩·马克莱恩
RateBook 	 价目表
